id,databaseId,createdAt,additions,deletions,closed,closedAt,merged,mergedAt,body,participants,comments,reviews,duration,name,owner
MDExOlB1bGxSZXF1ZXN0NTkyODc4ODg=,59287888,2016-02-14T05:48:22Z,3,3,True,2016-02-14T13:02:14Z,True,2016-02-14T13:02:14Z,"Closes #6518
",3,2,0,7.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NTkyODgyMjA=,59288220,2016-02-14T06:12:20Z,4,4,True,2016-02-14T13:01:31Z,True,2016-02-14T13:01:31Z,"Closes #6519
",3,2,0,6.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NTkyOTcyMjM=,59297223,2016-02-14T15:01:54Z,6,6,True,2016-02-15T07:28:59Z,True,2016-02-15T07:28:59Z,"Closes #6508
",4,1,0,16.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NTkyOTc4NjY=,59297866,2016-02-14T15:32:34Z,6,6,True,2016-02-15T07:28:19Z,True,2016-02-15T07:28:19Z,"Closes #6515
",4,2,0,15.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NTkzMDEyNjk=,59301269,2016-02-14T17:59:12Z,40,29,True,2016-02-17T03:37:10Z,True,2016-02-17T03:37:10Z,"Closes #6497
",3,4,0,57.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NTkzMDIxOTc=,59302197,2016-02-14T18:36:14Z,35,45,True,2016-02-17T03:37:56Z,True,2016-02-17T03:37:56Z,"Closes #7003
",3,4,0,57.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NTkzMDQ3MjE=,59304721,2016-02-14T20:20:32Z,2,2,True,2016-02-15T07:47:25Z,True,2016-02-15T07:47:25Z,"Tested locally. Closes #6641.
",2,1,0,11.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NTkzMTA4Mjc=,59310827,2016-02-15T00:11:18Z,2,2,True,2016-02-15T00:31:06Z,True,2016-02-15T00:31:06Z,,2,2,0,0.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NTkzMTI1MTY=,59312516,2016-02-15T01:12:02Z,31,20,True,2016-02-15T06:37:14Z,True,2016-02-15T06:37:14Z,"prevent bad id's from throwing

To QA

go to /challenges/next-challenge?id=foo should take you first challenge
go to /challenges/current-challenge?id=foo should take you first challenge
go to /challenges/current-challenge?id=bg9997c9c79feddfaeb9bdef should take you to /challenges/access-array-data-with-indexes
go to /challenges/next-challenge?id=bg9997c9c79feddfaeb9bdef should take you to challenges/modify-array-data-with-indexes

Non mongo ids should just take you to first challenge
",2,1,0,5.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NTkzMTcxNjc=,59317167,2016-02-15T03:15:39Z,43,48,True,2016-02-15T04:37:50Z,True,2016-02-15T04:37:50Z,"Closes #6503
",2,1,0,1.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NTkzMjc0MTg=,59327418,2016-02-15T07:04:51Z,0,1,True,2016-02-15T07:26:53Z,True,2016-02-15T07:26:53Z,,2,1,0,0.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NTkzMzEzNzQ=,59331374,2016-02-15T08:07:29Z,1,1,True,2016-02-15T08:57:22Z,True,2016-02-15T08:57:22Z,"Remove misplaced `the`
",3,3,0,0.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NTkzMzYyMjE=,59336221,2016-02-15T09:05:49Z,1,1,True,2016-02-15T09:22:39Z,True,2016-02-15T09:22:39Z,"Improve grammar of instructions given in [Add Font Awesome Icons to all of our Buttons](http://www.freecodecamp.com/challenges/add-font-awesome-icons-to-all-of-our-buttons) bootstrap challenge.

closes #7020. 
",2,1,0,0.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NTkzNjQ1Mjg=,59364528,2016-02-15T13:37:33Z,5,5,True,2016-02-15T16:30:48Z,True,2016-02-15T16:30:48Z,"Closes #6499
",4,4,0,2.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NTkzODE3OTY=,59381796,2016-02-15T15:57:38Z,2,3,True,2016-02-17T13:47:46Z,True,2016-02-17T13:47:46Z,"Closes #6505
",3,3,0,45.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NTkzODQ4Mjc=,59384827,2016-02-15T16:21:18Z,2,2,True,2016-02-15T23:10:30Z,True,2016-02-15T23:10:29Z,"Update questions for accuracy for Data Speed per https://github.com/FreeCodeCamp/hikes/issues/161
",3,0,0,6.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NTkzODcyMzM=,59387233,2016-02-15T16:40:54Z,11,8,True,2016-02-17T13:49:49Z,True,2016-02-17T13:49:49Z,"Closes #6506
",3,4,0,45.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NTkzODg3MDE=,59388701,2016-02-15T16:51:49Z,1,1,True,2016-02-18T07:12:59Z,True,2016-02-18T07:12:59Z,"Hello :wave:

:rocket::rocket::rocket:

[yargs](https://www.npmjs.com/package/yargs) just published its new version 4.1.0, which **is not covered by your current version range**.

If this pull request passes your tests you can publish your software with the latest version of yargs – otherwise use this branch to work on adaptions and fixes.

Happy fixing and merging :palm_tree:

---

The new version differs by 152 commits .
- [`3808fab`](https://github.com/bcoe/yargs/commit/3808fabcd36645a1c855385e62c31fd5917ee447) `add option short-hand for numbers`
- [`0f0dfa2`](https://github.com/bcoe/yargs/commit/0f0dfa263031cd4f190805c6dbdf300b10919aa7) `Merge pull request #386 from bcoe/4.x`
- [`0896aee`](https://github.com/bcoe/yargs/commit/0896aee8289963074b8146631b57433e389614c5) `Merge pull request #387 from bcoe/number-option-shorthand`
- [`6a860d0`](https://github.com/bcoe/yargs/commit/6a860d01fb32b9c6ffa4337bd7690aac554aee85) `fix standard nit`
- [`cf081ea`](https://github.com/bcoe/yargs/commit/cf081eabe58f344a120fd9db15d50de069c1100c) `you can now specify an option shorthand for numbers`
- [`8087285`](https://github.com/bcoe/yargs/commit/80872857002b59d4b4fc8d9527048aec7d89ab94) `Merge pull request #385 from bcoe/update-changelog`
- [`1bfc939`](https://github.com/bcoe/yargs/commit/1bfc939e8a1487ed94c3f012a932337397f82391) `yargs 4.0.0 \o/ see changelog and blog post`
- [`1a9f6e8`](https://github.com/bcoe/yargs/commit/1a9f6e89198fc5fa1637b9ec8fee7dd6ff2ef1b7) `update 4.x changelog`
- [`b738586`](https://github.com/bcoe/yargs/commit/b738586f7e2229ae0072a3f1e5f2e4f53a7cacb8) `Merge pull request #384 from lrlna/add-number-type-opts`
- [`35ca21e`](https://github.com/bcoe/yargs/commit/35ca21eaf186ffdb94f1af067961cfbddc522b14) `update tests to work with yargs-parser@2.1.0`
- [`df56c5b`](https://github.com/bcoe/yargs/commit/df56c5b0f066ab326c2cb8b0ca54d0138ec46485) `Merge pull request #378 from bcoe/pkg-conf`
- [`496f4e7`](https://github.com/bcoe/yargs/commit/496f4e7efb98da78e7a7bda4f02dc9f480d05bbc) `Merge pull request #382 from gajus/stack-trace-v4`
- [`4284145`](https://github.com/bcoe/yargs/commit/4284145ac8f0220f9e741e1f0c067ff61b3ccfc4) `fix cherry-picked conflict in index.js`
- [`92e9dc6`](https://github.com/bcoe/yargs/commit/92e9dc6aefc3e0377c9346ca40583363e65c9fe3) `add number to options to documentation`
- [`7a3d77e`](https://github.com/bcoe/yargs/commit/7a3d77ee197de80b76780d72686b38c29b80204f) `add test for aliase + number usage`

There are 152 commits in total. See the [full diff](https://github.com/bcoe/yargs/compare/9a0171ea15d87b3f98aaab39e372523ac158b050...3808fabcd36645a1c855385e62c31fd5917ee447).

---

This pull request was created by [greenkeeper.io](http://greenkeeper.io/).
It keeps your software, up to date, all the time.

<sub>
Tired of seeing this sponsor message? Upgrade to the supporter plan!
You'll also get your pull requests faster :zap:
</sub>
",2,1,0,62.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NTkzOTMyMjg=,59393228,2016-02-15T17:28:20Z,19,2,True,2016-02-17T13:46:32Z,True,2016-02-17T13:46:32Z,"Closes #7000
",3,3,0,44.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NTk0MjQxMDM=,59424103,2016-02-15T23:09:46Z,2,2,True,2016-02-15T23:33:45Z,True,2016-02-15T23:33:45Z,"…enge
",2,0,0,0.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NTk0Mjk3NDE=,59429741,2016-02-16T00:43:48Z,5,2,True,2016-02-17T03:46:17Z,True,2016-02-17T03:46:17Z,"- Clarify instructions by changing table column ""Value"" to ""Count Change""
- Add two more tests with mix of 7, 8, 9 and other card values

Tested locally. Closes #6761.
",2,1,0,27.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NTk0NDAyNTc=,59440257,2016-02-16T03:46:34Z,13,13,True,2016-02-16T04:39:49Z,True,2016-02-16T04:39:49Z,"I noticed some typos and capitalization errors on two of the Computer Basics video challenge pages, specifically Binary Bytes and Measuring Data Speed. I believe there were 13 changes in total.

I plan on going through the other pages and fixing typos, too, if I see any more, but I wanted to submit this first to make sure my first pull request works.
",3,4,0,0.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NTk0ODc5NTk=,59487959,2016-02-16T13:08:08Z,1,1,True,2016-02-16T13:20:21Z,True,2016-02-16T13:20:21Z,"Updated the wiki link for the Use the Twitchtv JSON API Challenge.

Tested locally.

closes #6961  
",2,1,0,0.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NTk1MTI0ODk=,59512489,2016-02-16T16:07:40Z,1,1,True,2016-02-17T04:16:51Z,True,2016-02-17T04:16:51Z,"Addresses the JS challenge generator trying to wrap the `<ol>` element inside of a paragraph (and obviously failing)

Closes #6840
",2,1,0,12.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NTk1Njk2MTc=,59569617,2016-02-16T23:03:30Z,10,0,True,2016-02-17T21:11:54Z,True,2016-02-17T21:11:54Z,,4,2,0,22.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NTk1NzEyMzE=,59571231,2016-02-16T23:17:18Z,1,1,True,2016-02-18T07:34:47Z,True,2016-02-18T07:34:47Z,"Hello :wave:

:rocket::rocket::rocket:

[babel-eslint](https://www.npmjs.com/package/babel-eslint) just published its new version 5.0.0, which **is not covered by your current version range**.

If this pull request passes your tests you can publish your software with the latest version of babel-eslint – otherwise use this branch to work on adaptions and fixes.

Happy fixing and merging :palm_tree:

---

[GitHub Release](https://github.com/babel/babel-eslint/releases/tag/v5.0.0)

<p><code>v5.0.0</code> is just <code>v5.0.0-beta10</code> with less files in <code>node_modules</code></p>

---

The new version differs by 55 commits .
- [`0f20099`](https://github.com/babel/babel-eslint/commit/0f20099e501c5076b227a672cb6491332a89246f) `5.0.0`
- [`278579f`](https://github.com/babel/babel-eslint/commit/278579f8836ce356b573eb0f4afdb4f538baa18b) `Update README.md`
- [`11c2f03`](https://github.com/babel/babel-eslint/commit/11c2f03616e0273ff0706fc7eef5df993d0108ad) `Merge pull request #255 from deepsweet/npm-ignore`
- [`3b5f8f4`](https://github.com/babel/babel-eslint/commit/3b5f8f4393a4c4f41c98ee10a08ff3d8a827149b) `include only`index.js`in npm package`
- [`c0f1110`](https://github.com/babel/babel-eslint/commit/c0f1110335575bee0a0061ff25a71da93c71afcc) `delete`.npmignore``
- [`f399c89`](https://github.com/babel/babel-eslint/commit/f399c89ba54678dee8295a358f5c89fb5e30f05f) `Merge pull request #250 from danez/patch-1`
- [`c71392e`](https://github.com/babel/babel-eslint/commit/c71392eb2871bd4552968474d76ca500e4ea8b96) `adjust test to also cover issue #239`
- [`413b80e`](https://github.com/babel/babel-eslint/commit/413b80e3516cc5d483545ae4846ebae9bcf5084b) `5.0.0-beta10`
- [`7a038d5`](https://github.com/babel/babel-eslint/commit/7a038d523795f9f52d4cce6d3b7ea4e3a78d7c01) `Merge pull request #246 from babel/escope-patterns`
- [`c80a386`](https://github.com/babel/babel-eslint/commit/c80a386c3bcfe46c9bb4038f5d1b8ec3f490c2c3) `fixup tests`
- [`36f6638`](https://github.com/babel/babel-eslint/commit/36f663805c45a9b2d1d1f0533b61271ae86dc172) `fix typo`
- [`bd4eee9`](https://github.com/babel/babel-eslint/commit/bd4eee9a138dc4c9fbbd7d8fc7072cab80b961a3) `check using`__esModule``
- [`b26bc58`](https://github.com/babel/babel-eslint/commit/b26bc58f3e083394bee9ab095c3f52fb39b166fc) `Prevent escope referencer from traversing into param pattern type annotations`
- [`0d30882`](https://github.com/babel/babel-eslint/commit/0d3088227dc3b0114228ea09c566129f8a00a18f) `5.0.0-beta9`
- [`71fadf0`](https://github.com/babel/babel-eslint/commit/71fadf02acebe45329414f58342f1768a6a2612f) `Merge pull request #244 from christophehurpeau/patch-1`

There are 55 commits in total. See the [full diff](https://github.com/babel/babel-eslint/compare/9295bba19fb871c1237c2d87d7519484d62d2715...0f20099e501c5076b227a672cb6491332a89246f).

---

This pull request was created by [greenkeeper.io](http://greenkeeper.io/).
It keeps your software, up to date, all the time.

<sub>
Tired of seeing this sponsor message? Upgrade to the supporter plan!
You'll also get your pull requests faster :zap:
</sub>
",2,1,0,32.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NTk2MDUyOTg=,59605298,2016-02-17T07:20:16Z,53,53,True,2016-02-17T17:25:41Z,True,2016-02-17T17:25:41Z,"- Fix quick misspellings in video challenges
- Update capitalization formatting e.g. dev tools to Dev Tools and google to
  Google

Closes #7057.
",2,1,0,10.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NTk2NDM2MDk=,59643609,2016-02-17T13:30:32Z,1,1,True,2016-02-17T15:13:06Z,True,2016-02-17T15:13:06Z,"This commit updates the success from :

![2](https://cloud.githubusercontent.com/assets/1884376/13110872/869c32b8-d5a8-11e5-8cad-5d07e8e4742b.png)

to :

![3](https://cloud.githubusercontent.com/assets/1884376/13110878/8cbe73e0-d5a8-11e5-86a5-8fdae696a7ae.png)
",2,2,0,1.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NTk2NDkxMjg=,59649128,2016-02-17T14:14:57Z,686,92,True,2016-02-20T04:16:45Z,True,2016-02-20T04:16:45Z,"Closes #6496
",6,7,0,62.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NTk3MjQ1OTc=,59724597,2016-02-17T23:07:56Z,25,11,True,2016-02-17T23:32:40Z,True,2016-02-17T23:32:40Z,"I tested this by making a purchase and it worked.
",2,4,0,0.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NTk3NTU0NDU=,59755445,2016-02-18T06:13:46Z,38,1,True,2016-02-18T06:33:52Z,True,2016-02-18T06:33:52Z,"[Here](https://github.com/blog/2111-issue-and-pull-request-templates) is an official blog article about this new GitHub feature.
Closes #7093 and closes #7096.
",4,4,0,0.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NTk3NjQ4OTc=,59764897,2016-02-18T08:23:54Z,24,72,True,2016-02-19T01:36:10Z,True,2016-02-19T01:36:10Z,"GitHub and CodePen changed their on-boarding, so I created new gifs and instructions to reflect this. 

I also moved some awkward br elements from challenge descriptions.

I also added special copy that told people who already had GitHub / CodePen accounts how to proceed, and an explanation for why we don't have a skip button (since that is a feature we don't want to implement because people will compulsively click it and we'll spend all day manually telling people how to set up GitHub accounts, etc.)

The wiki has changed significantly. I don't think we need the wiki challenge any more.

I gave the tribute project a creation date so it will be marked as new.

I also removed the jQuery examples from the CodePen onboarding flow, since campers won't have completed jQuery by the time they reach that.
",5,4,0,17.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NTk4MDUzNjk=,59805369,2016-02-18T14:24:59Z,26,6,True,2016-02-27T00:33:33Z,True,2016-02-27T00:33:33Z,"I think the description in the GH-repo is outdated so here's my suggestion for an update. 

I'll be glad to get some feedback and iterate over this! :)
",3,2,0,202.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NTk4MzA4NDc=,59830847,2016-02-18T17:07:09Z,10,4,True,2016-02-18T17:13:26Z,True,2016-02-18T17:13:26Z,"- Make headings smaller
- Add code pasting area
",4,1,0,0.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NTk4MzQ2NDg=,59834648,2016-02-18T17:33:37Z,1,1,True,2016-02-18T18:01:23Z,True,2016-02-18T18:01:23Z,"Another adjustment to the Regex (the word table in the paragraph made it not be wrapped in a p element).

closes #7065 
",3,1,0,0.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NTk5OTIwMzI=,59992032,2016-02-19T19:02:47Z,1,1,True,2016-02-19T19:36:37Z,True,2016-02-19T19:36:37Z,"As per discussion in Contributors chat room.
",2,0,0,0.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NTk5OTc2NDI=,59997642,2016-02-19T19:46:19Z,42,36,True,2016-02-26T06:58:23Z,True,2016-02-26T06:58:23Z,"This commit updates the contributing guidelines with a `sample.env`
Contributors can simply make a copy of the same instead of creating
one for the private environment variables.

No open issues to address.
",3,2,0,155.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NjAwMDE1MzI=,60001532,2016-02-19T20:17:06Z,1,1,True,2016-02-20T04:16:11Z,True,2016-02-20T04:16:11Z,"In the _Use-Spans-for-Inline-Elements_ challenge, changed 

`<p>Top 3 things cats <span class = ""text-danger"">hate</span></p>` to 
`<p>Top 3 things cats <span class = ""text-danger"">hate:</span></p>` 

to reflect the codemirror

npm tests pass:
total:     710
passing:   710

<img width=""1057"" alt=""screen shot 2016-02-19 at 12 16 09 pm"" src=""https://cloud.githubusercontent.com/assets/1487616/13187827/9ea5ebc8-d702-11e5-8fa9-2e43dfc9d18e.png"">

closes #7118 
",5,8,0,7.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NjAwMDk4NzU=,60009875,2016-02-19T21:27:39Z,2,2,True,2016-02-22T21:54:50Z,True,2016-02-22T21:54:50Z,"Changes the error messages in ""Filter Arrays with .filter"" to better match the goal. Makes it clear that filter is used to create a new array.

closes #7125
",2,1,0,72.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NjAwMjgwMjk=,60028029,2016-02-20T00:33:06Z,1,0,True,2016-02-21T11:54:04Z,True,2016-02-21T11:54:04Z,"Adds a link to the contributor chat in ""CONTRIBUTING.md""'s other resources section. It is odd that the contributing guide does not include a link to it.
",3,1,0,35.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NjAwMzA3MDI=,60030702,2016-02-20T01:10:29Z,31,0,True,2016-02-22T18:02:59Z,True,2016-02-22T18:02:59Z,"@CodeNonprofit you can take a look once this is live and we can rework some of the copy to be less verbose.
",3,1,0,64.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NjAwMzIwNDI=,60032042,2016-02-20T01:36:37Z,73,0,True,2016-03-16T19:57:23Z,True,2016-03-16T19:57:23Z,,8,7,0,618.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NjAwNjQxNjg=,60064168,2016-02-20T23:06:59Z,560,0,True,2016-02-27T00:10:21Z,True,2016-02-27T00:10:21Z,"Closes #6708
",4,5,0,145.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NjAwNjUwMzk=,60065039,2016-02-20T23:38:28Z,7,3,True,2016-02-21T00:06:52Z,True,2016-02-21T00:06:52Z,"Closes #6512
Closes #6511
Closes #6507
",2,1,0,0.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NjAwOTMwNDI=,60093042,2016-02-21T16:17:10Z,1,1,True,2016-02-21T17:35:08Z,True,2016-02-21T17:35:08Z,"Fixed wording error in ""Measuring Data Speed"" via issue https://github.com/FreeCodeCamp/hikes/issues/167
",2,1,0,1.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NjAxMDI1MjQ=,60102524,2016-02-21T20:26:47Z,1,1,True,2016-02-21T20:33:03Z,True,2016-02-21T20:33:03Z,"This commit changes the correct value of kilobytes in bits.
Tested locally.

closes #7177 
",2,1,0,0.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NjAxMDQ5MDk=,60104909,2016-02-21T21:30:04Z,1,1,True,2016-02-21T21:45:23Z,True,2016-02-21T21:45:23Z,"Tested locally. No issue reference.
#### Before:

![image](https://cloud.githubusercontent.com/assets/2754821/13205524/dafe3c22-d89e-11e5-9b43-37479322da9e.png)
#### After:

![image](https://cloud.githubusercontent.com/assets/2754821/13205527/f1733a48-d89e-11e5-8920-40b4ced12649.png)
",2,1,0,0.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NjAxMDc4Nzg=,60107878,2016-02-21T22:46:45Z,0,15,True,2016-02-22T23:30:58Z,True,2016-02-22T23:30:58Z,"Some pre-spring cleaning. Did extensive full-text searches on all removed deps to make sure they were not referenced anywhere. Also tested with gulp and pm2Start to be sure nothing broke.
",2,1,0,24.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NjAxMTEwNzY=,60111076,2016-02-22T00:08:22Z,34,2,True,2016-03-02T18:38:24Z,True,2016-03-02T18:38:24Z,"Closes #6996
",7,13,0,234.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NjAxMTMyMjQ=,60113224,2016-02-22T01:02:05Z,25,16,True,2016-02-24T18:37:48Z,True,2016-02-24T18:37:48Z,"Closes #6504
",3,3,0,65.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NjAxMTQzNDg=,60114348,2016-02-22T01:28:05Z,41,40,True,2016-02-24T18:31:46Z,True,2016-02-24T18:31:46Z,"Closes #6502
",3,3,0,65.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NjAxMTg0Mzc=,60118437,2016-02-22T02:47:51Z,60,6,True,2016-02-26T23:51:14Z,True,2016-02-26T23:51:13Z,"Thanks for initial translation to @josectello (see https://github.com/FreeCodeCamp/FreeCodeCamp/pull/7016/ )
Closes #6513
",3,1,0,117.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NjAxNTMyOTE=,60153291,2016-02-22T10:37:37Z,15,9,True,2016-03-02T18:34:16Z,True,2016-03-02T18:34:16Z,"Following discussion from https://github.com/FreeCodeCamp/FreeCodeCamp/pull/7170, this adds some details regarding:
- Branch naming
- Target branch `staging`
",6,8,0,223.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NjAxODQ2OTg=,60184698,2016-02-22T14:55:22Z,7,7,True,2016-02-25T19:21:21Z,True,2016-02-25T19:21:21Z,"Hello :wave:

:rocket::rocket::rocket:

[validator](https://www.npmjs.com/package/validator) just published its new version 5.0.0, which **is not covered by your current version range**.

If this pull request passes your tests you can publish your software with the latest version of validator – otherwise use this branch to work on adaptions and fixes.

Happy fixing and merging :palm_tree:

---

The new version differs by 160 commits .
- [`76a0561`](https://github.com/chriso/validator.js/commit/76a056190e831a21e1e589a9eee84913cfd03592) `5.0.0`
- [`34779dc`](https://github.com/chriso/validator.js/commit/34779dc57821780e0ac6030e851c3e60f89abf69) `Update the README and changelog`
- [`396f2be`](https://github.com/chriso/validator.js/commit/396f2be6be8921a1e46627ae13a0b94931f3f5e1) `Merge pull request #496 from forabi/modules`
- [`a33b64b`](https://github.com/chriso/validator.js/commit/a33b64b3d936c857e197a7c85c026d0d75c645a2) `Fix README.md`
- [`be9fb9c`](https://github.com/chriso/validator.js/commit/be9fb9c17027cf2d4a1445717bcb0abe6229c0e7) `Rebase on 4.9.0`
- [`bf16624`](https://github.com/chriso/validator.js/commit/bf16624fc120b47c35aa6d0a8500add77ed638c3) `Fix ESLint config`
- [`b1ff8bc`](https://github.com/chriso/validator.js/commit/b1ff8bc682557052fbba979bcd89084da16ead31) `Remove old ESLint config file`
- [`af94fb7`](https://github.com/chriso/validator.js/commit/af94fb7332c5254a0501f6d5d6e2985ff9f74f4e) `Upgrade to ESLint 2, remove unnecessary deps`
- [`f919358`](https://github.com/chriso/validator.js/commit/f919358815821890c72f32396561f9307bd46412) `Prefer template strings`
- [`b96a953`](https://github.com/chriso/validator.js/commit/b96a95307429ef6c5b10a57ac35314d815229fa8) `Update the changelog`
- [`e2ccc9f`](https://github.com/chriso/validator.js/commit/e2ccc9f62f137d63e645a5f5f54bf4837e250467) `Merge pull request #503 from chriso/chriso/faster-base64-validation`
- [`ebcca98`](https://github.com/chriso/validator.js/commit/ebcca98232399b8404ca6b0ec842ab4596329d58) `Condense the if blocks`
- [`1bd5b1f`](https://github.com/chriso/validator.js/commit/1bd5b1fc55e290fc5a9f14afcf5d5cef4aa67ea8) `Check padding in the last block`
- [`38a5271`](https://github.com/chriso/validator.js/commit/38a5271724264c9887a64d8b9d242699234cd73f) `Don't use regex to validate base64`
- [`f9c0cfb`](https://github.com/chriso/validator.js/commit/f9c0cfb26c4b5324a3b2d349c6f54d652f7e4abb) `Add some more test vectors`

There are 160 commits in total. See the [full diff](https://github.com/chriso/validator.js/compare/7b0c73d26decc20aa3bed3b7a15d09dc3d1b71ec...76a056190e831a21e1e589a9eee84913cfd03592).

---

This pull request was created by [greenkeeper.io](http://greenkeeper.io/).
It keeps your software, up to date, all the time.

<sub>
Tired of seeing this sponsor message? Upgrade to the supporter plan!
You'll also get your pull requests faster :zap:
</sub>
",3,1,0,76.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NjAyMjc3MDM=,60227703,2016-02-22T19:36:33Z,1,1,True,2016-02-22T21:50:47Z,True,2016-02-22T21:50:47Z,"In _Add ID Attributes to Bootstrap Elements_

changed

`Give the well on the right the <code>id</code>` to
`Give the well on the right the id`

<img width=""340"" alt=""screen shot 2016-02-22 at 11 32 26 am"" src=""https://cloud.githubusercontent.com/assets/1487616/13229973/4de1332a-d958-11e5-9f2f-ca2228cc8fbb.png"">

**npm tests pass**
total:     710
passing:   710
duration:  2s

closes #7189
",3,2,0,2.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NjAyNjA4OTY=,60260896,2016-02-22T23:31:57Z,6,6,True,2016-02-24T23:12:02Z,True,2016-02-24T23:12:02Z,,3,1,0,47.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NjAzMTUwMjc=,60315027,2016-02-23T10:05:48Z,95,9,True,2016-02-24T10:08:36Z,True,2016-02-24T10:08:36Z,"Closes #6997
",3,6,0,24.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NjAzNDYyMzU=,60346235,2016-02-23T14:21:39Z,1,1,True,2016-02-23T15:46:44Z,True,2016-02-23T15:46:44Z,"""This _will_ save you hours of time...""
",3,2,0,1.0,freeCodeCamp,freeCodeCamp
MDExOlB1bGxSZXF1ZXN0NjAzNTIzNTA=,60352350,2016-02-23T15:00:44Z,99,135,True,2016-02-24T16:29:16Z,True,2016-02-24T16:29:16Z,"Thanks to @vtamara for the corrections!
Closes #6501
",3,3,0,25.0,freeCodeCamp,freeCodeCamp
